observation_date,JHGDPBRINDX
1967-10-01,3.83480000000000487
1968-01-01,1.76140000000000208
1968-04-01,1.21269999999999989
1968-07-01,2.30089999999999462
1968-10-01,6.33380000000000010
1969-01-01,12.95009999999999550
1969-04-01,20.46050000000000324
1969-07-01,45.70280000000000342
1969-10-01,89.22820000000000107
1970-01-01,97.60567000000000348
1970-04-01,91.58424999999999727
1970-07-01,94.99550999999999590
1970-10-01,94.65546999999999400
1971-01-01,15.87289999999999957
1971-04-01,10.01149999999999629
1971-07-01,12.15179999999999971
1971-10-01,3.58140000000000125
1972-01-01,0.96399999999999819
1972-04-01,0.27599999999999841
1972-07-01,0.77460000000000306
1972-10-01,0.36389999999999478
1973-01-01,0.71999999999999842
1973-04-01,10.02960000000000562
1973-07-01,19.88410000000000366
1973-10-01,71.95359999999999445
1974-01-01,99.64856899999999484
1974-04-01,99.17425900000000638
1974-07-01,99.34203800000000228
1974-10-01,99.98324159999999949
1975-01-01,99.98651019999999789
1975-04-01,42.83970000000000056
1975-07-01,0.06720000000000050
1975-10-01,0.49780000000000380
1976-01-01,0.07509999999999460
1976-04-01,0.92569999999999597
1976-07-01,1.68890000000000451
1976-10-01,2.40930000000000311
1977-01-01,0.27359999999999601
1977-04-01,0.38529999999999948
1977-07-01,0.61470000000000136
1977-10-01,7.35419999999999963
1978-01-01,11.92450000000000365
1978-04-01,0.29360000000000491
1978-07-01,2.01329999999999565
1978-10-01,0.82379999999999676
1979-01-01,48.53429999999999467
1979-04-01,69.97950000000000159
1979-07-01,40.42299999999999471
1979-10-01,39.00950000000000273
1980-01-01,81.72060000000000457
1980-04-01,99.84910100000000455
1980-07-01,36.71290000000000475
1980-10-01,6.78769999999999651
1981-01-01,1.59120000000000350
1981-04-01,60.24060000000000059
1981-07-01,78.89209999999999923
1981-10-01,98.99231000000000336
1982-01-01,99.07121499999999514
1982-04-01,78.71719999999997697
1982-07-01,92.21918999999999755
1982-10-01,84.50000000000000000
1983-01-01,31.61460000000000292
1983-04-01,0.53990000000000427
1983-07-01,0.29879999999999901
1983-10-01,0.74229999999999574
1984-01-01,0.06129999999999740
1984-04-01,0.58259999999999978
1984-07-01,7.26050000000000306
1984-10-01,6.88029999999999564
1985-01-01,29.98440000000000083
1985-04-01,18.97400000000000375
1985-07-01,17.20499999999999829
1985-10-01,26.55890000000000128
1986-01-01,9.98119999999999941
1986-04-01,19.77900000000000347
1986-07-01,16.21390000000000242
1986-10-01,13.89150000000000063
1987-01-01,6.77069999999999617
1987-04-01,5.84240000000000315
1987-07-01,2.44280000000000053
1987-10-01,2.27199999999999580
1988-01-01,3.07659999999999600
1988-04-01,5.38140000000000285
1988-07-01,7.75380000000000003
1988-10-01,4.16570000000000551
1989-01-01,4.90249999999999986
1989-04-01,5.60230000000000494
1989-07-01,9.27299999999999791
1989-10-01,12.46749999999999936
1990-01-01,28.88380000000000436
1990-04-01,40.59870000000000090
1990-07-01,79.58020000000000493
1990-10-01,95.06844999999999857
1991-01-01,97.02840999999999383
1991-04-01,90.22812999999999306
1991-07-01,80.74739999999999895
1991-10-01,78.30729999999999791
1992-01-01,62.63689999999999714
1992-04-01,53.58409999999999940
1992-07-01,23.86270000000000380
1992-10-01,14.18140000000000001
1993-01-01,35.31550000000000011
1993-04-01,20.85889999999999844
1993-07-01,8.39440000000000097
1993-10-01,2.59700000000000486
1994-01-01,4.43719999999999715
1994-04-01,3.91989999999999839
1994-07-01,2.84780000000000033
1994-10-01,2.63670000000000337
1995-01-01,11.77089999999999570
1995-04-01,9.75029999999999930
1995-07-01,32.80220000000000624
1995-10-01,32.51089999999999947
1996-01-01,21.13990000000000080
1996-04-01,10.50980000000000203
1996-07-01,7.67929999999999957
1996-10-01,5.04670000000000396
1997-01-01,4.29929999999999524
1997-04-01,4.37239999999999895
1997-07-01,4.42939999999999401
1997-10-01,3.57169999999999987
1998-01-01,2.93010000000000215
1998-04-01,6.23949999999999871
1998-07-01,2.72919999999999829
1998-10-01,0.97080000000000499
1999-01-01,2.41909999999999625
1999-04-01,4.98060000000000169
1999-07-01,1.07369999999999965
1999-10-01,0.32689999999999658
2000-01-01,0.86119999999999530
2000-04-01,1.13619999999999832
2000-07-01,8.19029999999999525
2000-10-01,16.15029999999999433
2001-01-01,27.00510000000000943
2001-04-01,58.22199999999999420
2001-07-01,83.83430000000001314
2001-10-01,35.92170000000000130
2002-01-01,22.87800000000000011
2002-04-01,19.73859999999999459
2002-07-01,16.63820000000000476
2002-10-01,22.02880000000000393
2003-01-01,23.82579999999999742
2003-04-01,5.57729999999999571
2003-07-01,0.94950000000000323
2003-10-01,2.21339999999999870
2004-01-01,3.19650000000000212
2004-04-01,4.29999999999999982
2004-07-01,4.20000000000000018
2004-10-01,3.39999999999999991
2005-01-01,4.70000000000000018
2005-04-01,4.79999999999999982
2005-07-01,7.40000000000000036
2005-10-01,7.09999999999999964
2006-01-01,3.39999999999999991
2006-04-01,9.30000000000000071
2006-07-01,9.09999999999999964
2006-10-01,16.89999999999999858
2007-01-01,26.19999999999999929
2007-04-01,9.50000000000000000
2007-07-01,7.70000000000000018
2007-10-01,26.89999999999999858
2008-01-01,38.39999999999999858
2008-04-01,46.10000000000000142
2008-07-01,88.40000000000000568
2008-10-01,99.50000000000000000
2009-01-01,99.70000000000000284
2009-04-01,84.59999999999999432
2009-07-01,37.60000000000000142
2009-10-01,7.70000000000000018
2010-01-01,5.40000000000000036
2010-04-01,9.09999999999999964
2010-07-01,5.29999999999999982
2010-10-01,5.20000000000000018
2011-01-01,14.40000000000000036
2011-04-01,10.30000000000000071
2011-07-01,7.40000000000000036
2011-10-01,4.00000000000000000
2012-01-01,5.70000000000000018
2012-04-01,7.90000000000000036
2012-07-01,8.19999999999999929
2012-10-01,9.19999999999999929
2013-01-01,30.50000000000000000
2013-04-01,12.40999999999999837
2013-07-01,3.29999999999999982
2013-10-01,9.90000000000000036
2014-01-01,24.10000000000000142
2014-04-01,5.00000000000000000
2014-07-01,1.60000000000000009
2014-10-01,7.90000000000000036
2015-01-01,13.30000000000000071
2015-04-01,5.59999999999999964
2015-07-01,10.00000000000000000
2015-10-01,15.69999999999999929
2016-01-01,22.50000000000000000
2016-04-01,12.19999999999999929
2016-07-01,5.29999999999999982
2016-10-01,8.40000000000000036
2017-01-01,8.19999999999999929
2017-04-01,3.29999999999999982
2017-07-01,2.39999999999999991
2017-10-01,2.39999999999999991
2018-01-01,2.70000000000000018
2018-04-01,1.10000000000000009
2018-07-01,1.50000000000000000
2018-10-01,2.39999999999999991
2019-01-01,2.89999999999999991
2019-04-01,3.89999999999999991
2019-07-01,3.79999999999999982
2019-10-01,32.50000000000000000
2020-01-01,97.09999999999999432
2020-04-01,100.00000000000000000
2020-07-01,0.00000000000000000
2020-10-01,0.40000000000000002
2021-01-01,0.20000000000000001
2021-04-01,0.29999999999999999
2021-07-01,1.19999999999999996
2021-10-01,1.19999999999999996
2022-01-01,37.39999999999999858
2022-04-01,29.19999999999999929
2022-07-01,8.30000000000000071
2022-10-01,7.59999999999999964
2023-01-01,4.90000000000000036
2023-04-01,3.00000000000000000
2023-07-01,0.90000000000000002
2023-10-01,2.00000000000000000
2024-01-01,4.00000000000000000
2024-04-01,2.39999999999999991
